TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
1,74,01:50,8.08,3.85,29.9,41.39,57.99,1.0,1.0,1.0,-0.22,835.51
1,74,02:00,7.8,0.27,29.81,41.28,57.99,1.0,1.0,1.0,-0.23,764.34
1,74,02:10,8.18,0.07,29.79,41.2,57.99,1.0,1.0,1.0,-0.2,847.08
1,74,02:20,8.7,1.79,29.81,41.2,57.99,1.0,1.0,1.0,-0.25,947.7
1,74,02:30,9.55,1.49,29.9,41.03,61.38,1.0,1.0,1.0,-0.2,1138.98
1,74,02:40,8.63,-0.99,29.86,40.98,59.56,1.0,1.0,1.0,-0.23,1001.1
1,74,02:50,8.7,0.13,29.69,40.99,57.99,1.0,1.0,1.0,-0.23,962.92
1,74,03:00,8.29,-3.64,29.51,40.97,57.99,1.0,1.0,1.0,-0.25,886.2
1,74,03:10,7.32,-5.12,29.5,41.12,57.99,1.0,1.0,1.0,-0.27,674.53
1,74,03:20,7.46,-4.84,29.33,41.29,57.99,1.0,1.0,1.0,-0.27,625.07
1,74,03:30,7.49,-3.66,29.34,41.25,57.99,1.0,1.0,1.0,-0.27,695.17
1,74,03:40,9.05,-2.14,29.57,41.08,57.97,1.0,1.0,1.0,-0.17,1010.97
1,74,03:50,9.43,-1.75,29.68,40.79,57.96,1.0,1.0,1.0,-0.27,1147.0
1,74,04:00,9.35,-2.7,29.9,40.81,57.96,1.0,1.0,1.0,-0.23,1128.09
1,74,04:10,9.17,-2.27,29.87,41.0,57.96,1.0,1.0,1.0,-0.34,1054.77
1,74,04:20,9.35,-1.92,29.81,41.17,57.96,1.0,1.0,1.0,-0.22,1090.56
1,74,04:30,9.36,-2.91,29.8,41.2,57.53,1.0,1.0,1.0,-0.19,1097.95
1,74,04:40,9.2,-4.53,29.79,41.21,50.32,1.0,1.0,1.0,-0.2,1194.27
1,74,04:50,10.19,-3.61,29.88,41.29,48.34,1.0,1.0,1.0,-0.26,1344.83
1,74,05:00,10.88,-0.37,30.15,41.22,45.81,1.0,1.0,1.0,-0.24,1457.38
1,74,05:10,11.25,-0.71,30.27,41.24,42.69,1.02,1.02,1.02,-0.24,1503.24
1,74,05:20,11.53,-0.59,30.29,41.29,42.64,1.05,1.05,1.05,-0.23,1540.49
1,74,05:30,11.71,-1.34,30.29,41.31,42.64,1.05,1.05,1.05,-0.26,1531.69
1,74,05:40,11.06,-4.75,30.08,41.47,41.16,1.0,1.0,1.0,-0.25,1462.25
1,74,05:50,10.78,1.32,29.79,41.53,35.08,1.01,1.01,1.01,-0.21,1451.9
1,74,06:00,11.59,2.79,29.57,41.4,36.59,1.04,1.04,1.04,-0.19,1534.88
1,74,06:10,10.68,-3.78,29.44,41.24,42.71,1.02,1.02,1.02,-0.17,1450.44
1,74,06:20,9.85,-0.65,29.24,41.48,42.71,1.0,1.0,1.0,-0.28,1315.53
1,74,06:30,9.36,1.23,29.13,41.73,42.71,1.0,1.0,1.0,-0.22,1183.72
1,74,06:40,8.95,1.58,29.03,41.89,42.71,1.0,1.0,1.0,-0.24,1103.75
1,74,06:50,8.07,1.83,28.97,41.83,48.28,1.0,1.0,1.0,-0.21,888.87
1,74,07:00,8.15,0.37,28.9,41.88,50.3,1.0,1.0,1.0,-0.28,922.05
1,74,07:10,9.1,-2.06,28.95,41.83,47.65,1.0,1.0,1.0,-0.3,1153.66
1,74,07:20,9.88,0.85,29.17,41.7,49.09,1.0,1.0,1.0,-0.29,1319.91
1,74,07:30,10.44,3.46,29.13,41.53,50.4,1.0,1.0,1.0,-0.2,1387.64
1,74,07:40,10.14,0.6,29.12,41.24,53.65,1.0,1.0,1.0,-0.3,1353.54
1,74,07:50,10.02,1.51,29.09,41.23,50.42,1.0,1.0,1.0,-0.2,1342.64
1,74,08:00,9.86,-0.88,29.19,41.31,50.33,1.0,1.0,1.0,-0.2,1331.39
1,74,08:10,9.32,-1.67,29.26,41.5,50.33,1.0,1.0,1.0,-0.25,1249.83
1,74,08:20,9.15,-0.32,29.39,41.76,50.33,1.0,1.0,1.0,-0.27,1177.87
1,74,08:30,10.71,1.8,29.59,41.89,50.33,1.02,1.02,1.02,-0.29,1421.78
1,74,08:40,11.28,5.08,29.86,41.66,50.74,1.02,1.02,1.02,-0.26,1486.47
1,74,08:50,11.24,-0.38,30.03,41.61,57.99,1.04,1.04,1.04,-0.22,1504.53
1,74,09:00,10.9,-0.87,30.24,41.91,58.02,1.02,1.02,1.02,-0.24,1466.51
1,74,09:10,10.03,-1.98,30.44,42.29,58.02,1.01,1.01,1.01,-0.18,1357.89
1,74,09:20,10.4,-2.77,30.49,42.54,57.29,1.01,1.01,1.01,-0.23,1403.4
1,74,09:30,10.06,1.76,30.57,42.71,56.1,1.0,1.0,1.0,-0.27,1363.8
1,74,09:40,10.42,2.2,30.8,42.91,58.09,1.01,1.01,1.01,-0.3,1422.86
1,74,09:50,10.24,0.99,31.07,43.02,62.24,1.0,1.0,1.0,-0.24,1366.67
1,74,10:00,10.84,-0.7,31.43,43.26,67.5,1.01,1.01,1.01,-0.23,1432.92
1,74,10:10,11.66,0.6,31.68,43.38,70.3,1.03,1.03,1.03,-0.25,1499.42
1,74,10:20,11.12,2.71,31.99,43.51,69.5,1.01,1.01,1.01,-0.25,1449.9
1,74,10:30,11.11,-0.91,32.18,43.69,74.29,1.03,1.03,1.03,-0.24,1465.76
1,74,10:40,11.21,0.4,32.22,43.89,72.48,1.02,1.02,1.02,-0.23,1441.57
1,74,10:50,10.52,-0.46,32.39,44.11,73.83,1.0,1.0,1.0,-0.23,1387.28
1,74,11:00,11.03,-1.88,32.63,44.37,78.76,1.02,1.02,1.02,-0.23,1453.34
1,74,11:10,10.85,-0.37,32.7,44.56,69.89,1.01,1.01,1.01,-0.23,1437.95
1,74,11:20,10.49,0.48,32.79,44.74,73.67,1.01,1.01,1.01,-0.29,1386.6
1,74,11:30,10.87,0.12,32.93,44.98,75.65,1.01,1.01,1.01,-0.26,1433.64
1,74,11:40,10.68,-0.51,33.02,45.14,75.27,1.0,1.0,1.0,-0.31,1409.44
1,74,11:50,10.26,-2.3,33.09,45.23,74.67,1.01,1.01,1.01,-0.17,1341.12
1,74,12:00,8.97,1.28,33.28,45.62,75.68,1.0,1.0,1.0,-0.32,1110.62
1,74,12:10,8.56,-0.31,33.41,45.96,74.33,1.0,1.0,1.0,-0.25,1041.73
1,74,12:20,9.36,0.41,33.68,46.14,95.79,1.0,1.0,1.0,-0.2,1147.56
1,74,12:30,8.93,0.12,33.61,46.03,87.18,1.0,1.0,1.0,-0.25,1079.65
1,74,12:40,8.72,1.46,33.46,45.96,88.43,1.0,1.0,1.0,-0.18,1036.62
1,74,12:50,8.77,0.09,33.55,45.91,80.11,1.0,1.0,1.0,-0.32,1021.4
1,74,13:00,9.21,-2.76,33.59,45.99,89.41,1.0,1.0,1.0,-0.26,1145.51
1,74,13:10,8.9,0.52,33.7,45.99,79.14,1.0,1.0,1.0,-0.21,1114.84
1,74,13:20,9.09,1.82,33.85,45.97,81.64,1.0,1.0,1.0,-0.29,1104.38
1,74,13:30,9.77,-0.37,34.12,46.0,88.74,1.0,1.0,1.0,-0.28,1262.5
1,74,13:40,9.95,-0.42,34.36,46.02,93.3,1.0,1.0,1.0,-0.2,1252.24
1,74,13:50,9.6,0.21,34.59,46.13,97.3,1.0,1.0,1.0,-0.21,1246.1
1,74,14:00,9.28,0.65,34.68,46.36,98.24,1.0,1.0,1.0,-0.27,1147.17
1,74,14:10,8.7,0.84,34.7,46.42,98.45,1.0,1.0,1.0,-0.26,1027.28
1,74,14:20,8.43,-1.07,34.58,46.45,103.2,1.0,1.0,1.0,-0.23,983.36
1,74,14:30,7.11,-0.07,34.46,46.45,99.95,1.0,1.0,1.0,-0.22,704.75
1,74,14:40,8.71,2.22,34.4,46.53,99.1,1.0,1.0,1.0,-0.29,1025.53
1,74,14:50,8.82,0.71,34.49,46.4,98.67,1.0,1.0,1.0,-0.28,1067.75
1,74,15:00,8.45,0.22,34.49,46.34,97.58,1.0,1.0,1.0,-0.21,994.7
1,74,15:10,7.4,0.76,34.53,46.34,99.79,1.0,1.0,1.0,-0.26,726.12
1,74,15:20,7.9,-1.84,34.72,46.53,95.97,1.0,1.0,1.0,-0.24,856.2
1,74,15:30,8.4,-0.25,34.84,46.56,96.09,1.0,1.0,1.0,-0.19,979.79
1,74,15:40,8.8,0.71,35.16,46.64,97.05,1.0,1.0,1.0,-0.24,1053.21
1,74,15:50,8.52,-1.49,35.52,46.81,96.33,1.0,1.0,1.0,-0.19,1029.68
1,74,16:00,7.79,0.86,35.83,47.15,97.91,1.0,1.0,1.0,-0.26,859.6
1,74,16:10,8.45,0.92,36.06,47.32,99.6,1.0,1.0,1.0,-0.23,998.34
1,74,16:20,7.84,0.73,36.17,47.37,102.81,1.0,1.0,1.0,-0.22,883.87
1,74,16:30,7.8,-0.57,36.19,47.37,102.96,1.0,1.0,1.0,-0.24,843.83
1,74,16:40,7.28,1.45,36.22,47.45,106.89,1.0,1.0,1.0,-0.23,774.06
1,74,16:50,8.47,-0.54,36.43,47.53,105.94,1.0,1.0,1.0,-0.28,976.64
1,74,17:00,8.09,3.15,36.49,47.59,101.96,1.0,1.0,1.0,-0.22,926.91
1,74,17:10,8.08,1.59,36.43,47.49,104.75,1.0,1.0,1.0,-0.24,898.36
1,74,17:20,8.0,-0.42,36.42,47.47,101.93,1.0,1.0,1.0,-0.21,896.32
1,74,17:30,8.0,1.81,36.52,47.55,105.59,1.0,1.0,1.0,-0.24,873.69
1,74,17:40,7.92,-0.46,36.62,47.57,105.78,1.0,1.0,1.0,-0.23,867.72
1,74,17:50,7.33,-0.78,36.79,47.85,103.51,1.0,1.0,1.0,-0.21,764.56
1,74,18:00,6.71,0.36,37.04,47.93,111.69,1.0,1.0,1.0,-0.26,593.08
1,74,18:10,7.3,-1.16,37.2,48.13,111.75,1.0,1.0,1.0,-0.28,744.88
1,74,18:20,7.89,0.23,37.11,48.01,106.95,1.0,1.0,1.0,-0.24,907.91
1,74,18:30,6.54,0.17,37.01,47.77,107.65,1.0,1.0,1.0,-0.3,630.69
1,74,18:40,8.99,-0.67,36.87,47.79,100.91,1.0,1.0,1.0,-0.29,1089.37
1,74,18:50,9.15,-1.01,36.72,47.67,101.5,1.0,1.0,1.0,-0.21,1119.08
1,74,19:00,9.03,0.77,36.69,47.49,102.89,1.0,1.0,1.0,-0.25,1095.12
1,74,19:10,8.86,0.11,36.62,47.5,100.85,1.0,1.0,1.0,-0.21,1064.63
1,74,19:20,8.82,-0.16,36.56,47.58,96.02,1.0,1.0,1.0,-0.24,1107.06
1,74,19:30,9.38,-0.82,36.4,47.59,99.53,1.0,1.0,1.0,-0.24,1164.6
1,74,19:40,9.19,-1.46,36.24,47.45,100.37,1.0,1.0,1.0,-0.22,1137.61
1,74,19:50,9.04,-2.23,36.09,47.42,99.8,1.0,1.0,1.0,-0.21,1112.76
1,74,20:00,9.27,-3.41,35.93,47.4,101.07,1.0,1.0,1.0,-0.22,1123.73
1,74,20:10,8.17,-4.33,35.79,47.36,99.13,1.0,1.0,1.0,-0.24,901.92
1,74,20:20,7.84,-0.15,35.7,47.49,93.42,1.0,1.0,1.0,-0.2,827.86
1,74,20:30,7.78,2.07,35.64,47.48,93.42,1.0,1.0,1.0,-0.29,783.76
1,74,20:40,7.47,-1.14,35.46,47.4,93.42,1.0,1.0,1.0,-0.21,709.26
1,74,20:50,6.76,-2.93,35.28,47.17,90.88,1.0,1.0,1.0,-0.26,561.48
1,74,21:00,7.01,3.04,35.1,47.06,85.82,1.0,1.0,1.0,-0.26,594.14
1,74,21:10,6.76,2.92,34.94,46.74,85.82,1.0,1.0,1.0,-0.27,554.13
1,74,21:20,6.57,0.33,34.76,46.43,85.82,1.0,1.0,1.0,-0.26,512.26
1,74,21:30,6.17,-1.17,34.63,46.16,81.91,1.0,1.0,1.0,-0.26,456.96
1,74,21:40,5.65,2.59,34.47,45.51,79.71,0.99,0.99,0.99,-0.29,370.21
1,74,21:50,6.03,-3.67,34.26,45.17,85.82,1.0,1.0,1.0,-0.3,417.67
1,74,22:00,6.76,-2.5,33.97,45.09,82.57,1.0,1.0,1.0,-0.27,579.09
1,74,22:10,6.97,2.85,33.76,44.89,78.36,1.0,1.0,1.0,-0.28,641.99
1,74,22:20,7.14,3.54,33.62,44.65,78.37,1.0,1.0,1.0,-0.27,657.79
1,74,22:30,7.07,-0.9,33.47,44.35,85.88,1.0,1.0,1.0,-0.25,686.65
1,74,22:40,7.14,1.5,33.35,44.21,85.99,1.0,1.0,1.0,-0.26,670.63
1,74,22:50,7.04,1.95,33.23,44.06,85.99,1.0,1.0,1.0,-0.27,639.16
1,74,23:00,6.99,1.59,33.06,43.93,85.99,1.0,1.0,1.0,-0.28,640.66
1,74,23:10,7.23,-0.4,32.95,43.79,85.99,1.0,1.0,1.0,-0.26,674.79
1,74,23:20,7.49,-0.27,32.83,43.63,85.99,1.0,1.0,1.0,-0.23,752.61
1,74,23:30,7.46,0.12,32.77,43.52,85.99,1.0,1.0,1.0,-0.3,746.96
1,74,23:40,7.33,-3.29,32.7,43.5,85.99,1.0,1.0,1.0,-0.27,711.64
1,74,23:50,7.0,-3.72,32.62,43.58,80.68,1.0,1.0,1.0,-0.26,617.9
1,75,00:00,5.28,-3.11,32.59,43.48,78.14,0.99,0.99,0.99,-0.24,335.28
1,75,00:10,3.44,-13.2,32.4,43.36,-0.08,1.41,1.41,1.41,-0.24,3.96
1,75,00:40,5.52,3.46,33.27,44.93,9.89,1.21,1.21,1.21,-0.09,269.02
1,75,00:50,4.3,-1.93,32.81,43.36,-24.33,0.99,0.99,0.99,-0.2,190.39
1,75,01:00,4.44,2.16,32.78,42.61,-9.19,0.99,0.99,0.99,-0.25,239.21
1,75,01:10,6.07,0.87,32.73,42.67,5.62,1.0,1.0,1.0,-0.26,465.89
1,75,01:20,7.54,0.97,32.42,42.5,3.68,1.0,1.0,1.0,-0.31,749.81
1,75,01:30,7.9,1.92,32.16,42.12,16.31,1.0,1.0,1.0,-0.24,748.6
1,75,01:40,8.38,-5.03,32.12,42.02,16.37,1.0,1.0,1.0,-0.3,855.02
1,75,01:50,6.82,-0.9,31.92,42.07,11.23,1.0,1.0,1.0,-0.27,550.17
1,75,02:00,6.56,2.16,31.67,42.06,8.81,1.0,1.0,1.0,-0.3,509.42
1,75,02:10,7.24,-0.8,31.48,41.9,8.81,1.0,1.0,1.0,-0.28,631.77
1,75,02:20,6.96,-5.22,31.34,41.78,8.11,1.0,1.0,1.0,-0.26,547.06
1,75,02:30,6.27,3.3,31.12,41.61,1.29,1.0,1.0,1.0,-0.25,482.9
1,75,02:40,5.77,-3.15,30.97,41.34,1.29,1.0,1.0,1.0,-0.24,382.1
1,75,02:50,4.79,-4.78,30.74,40.78,1.29,0.99,0.99,0.99,-0.27,263.37
1,75,03:00,4.11,-0.99,30.59,40.57,1.29,0.99,0.99,0.99,-0.25,193.05
1,75,03:10,4.63,4.71,30.56,40.29,4.76,0.99,0.99,0.99,-0.25,238.31
1,75,03:20,4.32,-1.5,30.46,40.09,9.26,0.99,0.99,0.99,-0.24,202.62
1,75,03:30,3.84,-0.5,30.34,39.9,1.36,0.99,0.99,0.99,-0.23,159.14
1,75,03:40,4.68,3.42,30.27,39.64,5.87,0.99,0.99,0.99,-0.24,239.31
1,75,03:50,4.75,5.23,30.18,39.22,12.08,0.99,0.99,0.99,-0.24,246.3
1,75,04:00,5.0,2.4,30.02,39.01,18.57,0.99,0.99,0.99,-0.26,271.96
1,75,04:10,5.51,3.25,29.89,38.97,22.13,0.99,0.99,0.99,-0.27,349.73
1,75,04:20,3.72,1.0,29.57,38.78,32.47,0.99,0.99,0.99,-0.22,155.52
1,75,04:30,3.54,2.85,29.0,38.3,40.08,0.99,0.99,0.99,-0.23,129.43
1,75,04:40,3.72,-0.51,28.7,37.91,43.35,0.99,0.99,0.99,-0.25,153.01
1,75,04:50,5.51,-0.73,28.35,37.66,21.38,0.99,0.99,0.99,-0.24,306.19
1,75,05:00,6.73,-2.06,27.85,37.49,16.71,1.0,1.0,1.0,-0.29,479.33
1,75,05:10,6.94,-0.44,27.67,37.32,12.71,1.0,1.0,1.0,-0.25,560.38
1,75,05:20,7.45,1.64,27.48,37.18,13.58,1.0,1.0,1.0,-0.24,690.47
1,75,05:30,6.14,-2.78,27.3,37.09,18.88,1.0,1.0,1.0,-0.3,450.4
1,75,05:40,7.02,1.41,26.94,37.01,17.27,1.0,1.0,1.0,-0.27,672.72
1,75,05:50,8.15,-5.01,26.98,36.83,20.47,1.0,1.0,1.0,-0.18,890.74
1,75,06:00,7.02,-3.98,26.92,37.04,14.63,1.0,1.0,1.0,-0.26,593.16
1,75,06:10,5.64,-1.94,26.9,37.22,0.79,0.99,0.99,0.99,-0.25,414.47
1,75,06:20,5.16,1.54,26.86,37.0,-2.34,0.99,0.99,0.99,-0.28,330.65
1,75,06:30,5.62,1.56,26.8,36.83,-2.34,0.99,0.99,0.99,-0.27,395.24
1,75,06:40,6.68,3.88,26.86,37.0,3.27,1.0,1.0,1.0,-0.24,551.3
1,75,06:50,7.65,0.42,26.9,36.94,12.85,1.0,1.0,1.0,-0.2,751.68
1,75,07:00,8.44,1.4,27.05,36.81,12.85,1.0,1.0,1.0,-0.26,935.27
1,75,07:10,8.18,1.3,27.0,36.98,12.85,1.0,1.0,1.0,-0.26,876.0
1,75,07:20,7.32,-0.09,27.0,37.17,12.85,1.0,1.0,1.0,-0.22,679.31
1,75,07:30,5.96,2.15,27.0,37.37,12.85,1.0,1.0,1.0,-0.25,433.75
1,75,07:40,4.0,-0.65,26.93,37.13,7.61,0.99,0.99,0.99,-0.25,195.97
1,75,07:50,3.99,4.2,26.99,37.07,12.01,0.99,0.99,0.99,-0.24,182.97
1,75,08:00,3.98,0.83,27.04,36.8,22.5,0.99,0.99,0.99,-0.23,177.0
1,75,08:10,4.53,4.55,27.11,36.66,26.59,0.99,0.99,0.99,-0.25,233.06
1,75,08:20,4.05,4.83,27.21,36.33,31.15,0.99,0.99,0.99,-0.26,182.11
1,75,08:30,3.15,-1.29,27.42,36.48,31.15,0.99,0.99,0.99,-0.23,112.8
1,75,08:40,3.18,1.83,27.59,36.7,31.15,0.99,0.99,0.99,-0.24,106.19
1,75,08:50,2.52,-0.92,27.69,36.75,24.22,0.99,0.99,0.99,-0.26,69.62
1,75,09:00,1.92,2.97,27.77,36.9,18.57,0.99,0.99,0.99,-0.24,36.2
1,75,09:10,3.06,2.5,27.98,37.09,18.57,0.99,0.99,0.99,-0.25,105.35
1,75,09:20,4.0,0.3,28.16,36.98,18.57,0.99,0.99,0.99,-0.23,176.26
1,75,09:30,2.36,3.65,28.29,36.88,24.47,0.99,0.99,0.99,-0.25,62.36
1,75,09:40,2.29,6.04,28.48,37.08,27.22,0.99,0.99,0.99,-0.2,59.86
1,75,09:50,3.14,5.75,28.71,37.29,28.36,0.99,0.99,0.99,-0.25,118.88
1,75,10:00,4.76,-3.41,28.9,37.29,35.79,0.99,0.99,0.99,-0.24,266.32
1,75,10:10,4.4,1.17,29.13,37.31,36.07,0.99,0.99,0.99,-0.24,236.08
1,75,10:20,4.72,1.52,29.48,37.58,53.39,0.99,0.99,0.99,-0.26,267.56
1,75,10:30,4.68,-0.54,29.73,37.95,52.49,0.99,0.99,0.99,-0.22,258.82
1,75,10:40,3.96,1.33,29.79,38.09,54.94,0.99,0.99,0.99,-0.21,171.83
1,75,10:50,5.21,-1.39,29.77,38.09,50.11,0.99,0.99,0.99,-0.24,310.88
1,75,11:00,3.53,3.04,29.63,37.78,48.71,0.99,0.99,0.99,-0.23,180.41
1,75,11:10,2.5,3.39,29.73,37.98,50.98,0.99,0.99,0.99,-0.25,81.02
1,75,11:20,2.75,1.65,30.12,38.5,50.98,0.99,0.99,0.99,-0.22,94.87
1,75,11:30,2.46,-0.1,30.48,38.85,54.5,0.99,0.99,0.99,-0.21,69.95
1,75,11:40,2.17,-2.55,30.73,39.25,46.94,0.99,0.99,0.99,-0.23,50.67
1,75,11:50,2.12,-0.23,31.15,39.71,48.93,1.0,1.0,1.0,-0.23,41.33
1,75,12:50,3.2,3.58,34.23,43.74,17.15,1.12,1.12,1.12,-0.07,71.51
1,75,13:00,1.54,-0.65,34.27,42.48,15.31,1.15,1.15,1.15,-0.02,8.94
1,75,16:10,2.69,-13.85,39.2,47.94,-82.1,1.33,1.33,1.33,-0.07,26.7
1,75,16:20,1.88,-21.17,39.5,47.41,-123.93,1.49,1.49,1.49,-0.1,2.72
1,75,16:30,2.09,-40.81,39.51,47.96,-131.67,1.9,1.9,1.9,0.0,0.0
1,75,16:40,1.03,-48.7,39.58,48.25,-131.67,1.9,1.9,1.9,0.0,0.0
1,75,16:50,0.9,-41.56,39.81,48.36,-131.67,1.9,1.9,1.9,0.0,0.0
1,75,17:00,1.59,-127.58,40.02,48.56,-131.67,1.9,1.9,1.9,0.0,0.0
1,75,17:20,2.21,30.95,40.4,48.43,-131.67,1.9,1.9,1.9,0.0,0.0
1,75,17:40,1.48,-56.42,40.0,48.18,-250.25,1.9,1.9,1.9,0.0,0.0
1,75,17:50,1.11,-45.25,39.79,48.36,-265.04,1.9,1.9,1.9,0.0,0.0
1,75,18:10,1.37,10.49,39.67,48.09,-313.17,1.87,1.87,1.87,0.0,0.0
1,75,19:00,3.37,3.21,38.91,47.21,-228.88,1.2,1.2,1.2,0.01,66.53
1,75,19:10,4.03,-2.41,38.79,45.83,-232.65,0.99,0.99,0.99,-0.26,172.88
1,75,19:20,3.37,-1.56,38.0,44.56,-244.74,0.99,0.99,0.99,-0.22,118.96
1,75,19:30,2.85,-1.4,37.54,43.98,-256.74,0.99,0.99,0.99,-0.25,96.15
1,75,19:40,4.38,2.23,37.29,43.85,-241.0,0.99,0.99,0.99,-0.22,216.73
1,75,19:50,3.6,-1.07,37.08,43.61,-240.29,0.99,0.99,0.99,-0.22,147.1
1,75,20:00,2.69,0.11,36.99,43.6,-247.64,0.99,0.99,0.99,-0.23,80.61
1,75,20:10,3.19,0.06,36.94,43.68,-252.99,0.99,0.99,0.99,-0.25,127.26
1,75,20:20,3.21,-2.35,36.79,43.59,-255.79,0.99,0.99,0.99,-0.21,127.86
1,75,20:30,2.92,1.47,36.7,43.75,-262.73,0.99,0.99,0.99,-0.21,113.75
1,75,20:40,2.99,4.12,36.57,43.76,-265.04,0.99,0.99,0.99,-0.24,115.31
1,75,20:50,2.7,1.56,36.48,43.78,-265.04,0.99,0.99,0.99,-0.22,90.79
1,75,21:00,2.93,-0.54,36.37,43.79,-265.04,0.99,0.99,0.99,-0.25,100.42
1,75,21:10,3.24,-4.87,36.23,43.61,-265.69,0.99,0.99,0.99,-0.25,103.09
1,75,21:20,3.13,-3.19,36.09,43.54,-273.59,0.99,0.99,0.99,-0.22,103.59
1,75,21:30,3.29,-5.27,35.96,43.49,-273.59,0.99,0.99,0.99,-0.26,105.97
1,75,21:40,2.93,-2.17,35.85,43.44,-279.6,0.99,0.99,0.99,-0.27,86.68
1,75,21:50,3.07,-0.47,35.75,43.29,-282.2,0.99,0.99,0.99,-0.22,98.79
1,75,22:00,3.31,-2.51,35.7,43.31,-282.2,0.99,0.99,0.99,-0.24,113.44
1,75,22:10,3.36,-1.27,35.7,43.29,-282.2,0.99,0.99,0.99,-0.24,116.7
1,75,22:20,3.56,-0.63,35.65,43.24,-282.2,0.99,0.99,0.99,-0.24,129.01
1,75,22:30,4.36,4.71,35.59,43.19,-282.2,0.99,0.99,0.99,-0.24,198.53
1,75,22:40,4.03,2.82,35.55,43.0,-282.2,0.99,0.99,0.99,-0.23,170.51
1,75,22:50,3.89,0.07,35.42,43.0,-278.63,0.99,0.99,0.99,-0.25,156.65
1,75,23:00,4.26,0.85,35.33,43.01,-282.29,0.99,0.99,0.99,-0.25,202.39
1,75,23:10,4.75,3.76,35.24,42.83,-282.33,0.99,0.99,0.99,-0.23,246.5
1,75,23:20,4.94,-0.27,35.09,42.71,-282.33,0.99,0.99,0.99,-0.24,268.44
1,75,23:30,5.33,1.1,35.0,42.86,-282.33,0.99,0.99,0.99,-0.24,316.19
1,75,23:40,5.37,-2.16,34.99,42.87,-282.33,0.99,0.99,0.99,-0.26,332.87
1,75,23:50,5.69,-1.28,34.92,43.02,-282.33,0.99,0.99,0.99,-0.26,375.86
1,76,00:00,5.82,-2.53,34.77,43.13,-282.33,0.99,0.99,0.99,-0.25,401.48
1,76,00:10,5.63,-0.2,34.66,43.0,-289.07,0.99,0.99,0.99,-0.26,375.31
1,76,00:20,5.92,-2.62,34.53,43.04,-295.56,0.99,0.99,0.99,-0.28,424.11
1,76,00:30,7.09,0.7,34.49,43.25,-305.04,1.0,1.0,1.0,-0.3,593.19
1,76,00:40,7.66,-2.63,34.49,43.2,-309.11,1.0,1.0,1.0,-0.27,718.95
1,76,00:50,9.4,-1.1,34.04,43.08,-332.68,1.0,1.0,1.0,-0.27,1135.55
1,76,01:00,10.79,1.85,33.55,42.62,-330.07,1.0,1.0,1.0,-0.21,1424.81
1,76,01:10,10.03,2.93,33.46,42.49,-327.7,1.0,1.0,1.0,-0.21,1313.24
1,76,01:20,9.69,0.49,33.31,42.67,-327.7,1.0,1.0,1.0,-0.25,1262.52
1,76,01:30,9.76,-6.0,33.08,42.94,-327.7,1.0,1.0,1.0,-0.18,1250.89
1,76,01:40,9.34,-2.35,32.85,43.09,-332.78,1.0,1.0,1.0,-0.27,1144.38
1,76,01:50,9.15,-4.02,32.72,43.25,-335.29,1.0,1.0,1.0,-0.2,1093.01
1,76,02:00,8.02,-3.59,32.53,43.37,-340.52,1.0,1.0,1.0,-0.24,791.78
1,76,02:10,6.52,1.02,32.29,43.53,-355.46,1.0,1.0,1.0,-0.28,528.64
1,76,02:20,7.89,-0.01,32.13,43.58,-350.44,1.0,1.0,1.0,-0.21,841.85
1,76,02:30,8.61,2.09,32.12,43.38,-345.4,1.0,1.0,1.0,-0.23,985.37
1,76,02:40,7.93,-0.59,32.08,43.2,-340.45,1.0,1.0,1.0,-0.18,842.31
1,76,02:50,7.98,2.76,31.99,43.2,-341.56,1.0,1.0,1.0,-0.22,846.69
1,76,03:00,8.46,-4.44,32.01,43.17,-335.2,1.0,1.0,1.0,-0.27,956.05
1,76,03:10,8.56,-4.92,32.05,43.2,-335.2,1.0,1.0,1.0,-0.29,973.36
1,76,03:20,7.9,-1.94,32.01,43.34,-335.2,1.0,1.0,1.0,-0.27,830.92
1,76,03:30,8.85,-0.86,32.14,43.4,-335.2,1.0,1.0,1.0,-0.28,1052.75
1,76,03:40,8.43,2.07,32.1,43.41,-335.2,1.0,1.0,1.0,-0.23,950.45
1,76,03:50,7.11,3.53,32.02,43.34,-335.2,1.0,1.0,1.0,-0.25,683.18
1,76,04:00,8.59,2.8,31.9,43.3,-335.2,1.0,1.0,1.0,-0.22,993.61
1,76,04:10,8.68,2.52,31.79,43.09,-335.2,1.0,1.0,1.0,-0.21,1039.15
1,76,04:20,8.75,2.08,31.63,42.95,-335.2,1.0,1.0,1.0,-0.16,1021.59
1,76,04:30,8.65,3.87,31.58,42.89,-334.38,1.0,1.0,1.0,-0.23,1005.42
1,76,04:40,8.9,-2.84,31.43,42.71,-327.6,1.0,1.0,1.0,-0.3,1082.0
1,76,04:50,8.97,0.14,31.4,42.7,-327.59,1.0,1.0,1.0,-0.22,1120.15
1,76,05:00,9.34,2.12,31.37,42.7,-327.57,1.0,1.0,1.0,-0.22,1199.26
1,76,05:10,8.94,-0.33,31.31,42.65,-327.57,1.0,1.0,1.0,-0.2,1114.17
1,76,05:20,10.27,1.46,31.45,42.66,-332.88,1.0,1.0,1.0,-0.2,1394.33
